StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings,PlusMinus,DoubleDoubles,TripleDoubles
1114271,8,20002041,1,2024,Keita Bates-Diop,BKN,SF,8,50,457.10,653,53,72.00,166.00,43.4,51.00,97.00,52.6,21.00,69.00,30.4,30.00,40.00,75.0,31.00,77.00,108.00,37.00,24.00,22.00,15.00,34.00,195.00,503.10,480.50,-63.00,0.00,0.00
1114272,29,20002308,1,2024,Nassir Little,PHO,SF,2,34,274.70,425,44,49.00,107.00,45.8,30.00,47.00,63.8,19.00,60.00,31.7,17.00,20.00,85.0,14.00,57.00,71.00,19.00,10.00,10.00,13.00,37.00,134.00,294.70,294.25,-78.00,0.00,0.00
1114273,26,20001455,1,2024,Kevon Looney,GS,C,36,62,950.10,1049,58,118.00,197.00,59.9,118.00,196.00,60.2,0.00,1.00,0,46.00,69.00,66.7,126.00,237.00,363.00,123.00,24.00,22.00,44.00,135.00,282.00,996.10,991.75,-33.00,1.00,0.00
1114274,29,20002291,1,2024,Bol Bol,PHO,C,0,26,311.30,300,58,65.00,105.00,61.9,55.00,74.00,74.3,10.00,31.00,32.3,7.00,10.00,70.0,25.00,69.00,94.00,11.00,6.00,17.00,11.00,30.00,147.00,334.30,328.00,9.00,1.00,0.00
1114275,26,20000485,1,2024,Stephen Curry,GS,PG,59,59,2292.90,1936,1,523.00,1164.00,44.9,233.00,451.00,51.7,290.00,713.00,40.7,254.00,276.00,92.0,30.00,227.00,257.00,291.00,46.00,21.00,176.00,100.00,1590.00,2359.90,2546.25,90.00,5.00,0.00
1114276,29,20002563,1,2024,Saben Lee,PHO,PG,0,21,161.20,177,43,18.00,53.00,34.0,16.00,37.00,43.2,2.00,16.00,12.5,29.00,39.00,74.4,9.00,22.00,31.00,30.00,7.00,3.00,8.00,13.00,67.00,171.20,167.75,16.00,0.00,0.00
1114277,26,20001730,1,2024,Gary Payton II,GS,PG,0,30,372.90,465,2,68.00,130.00,52.3,54.00,88.00,61.4,14.00,42.00,33.3,9.00,14.00,64.3,37.00,50.00,87.00,31.00,30.00,10.00,17.00,48.00,159.00,412.90,392.75,48.00,0.00,0.00
1114278,26,20002935,1,2024,Lester Quinones,GS,PG,0,30,262.40,358,9,47.00,119.00,39.5,21.00,46.00,45.7,26.00,73.00,35.6,17.00,25.00,68.0,20.00,47.00,67.00,30.00,6.00,2.00,16.00,41.00,137.00,270.40,286.75,11.00,0.00,0.00
1114279,26,20000482,1,2024,Draymond Green,GS,PF,37,40,1089.00,1061,4,137.00,277.00,49.5,96.00,180.00,53.3,41.00,97.00,42.3,46.00,61.00,75.4,52.00,228.00,280.00,236.00,32.00,37.00,100.00,124.00,361.00,1158.00,1184.00,80.00,5.00,1.00
1114280,29,20002045,1,2024,Drew Eubanks,PHO,C,4,59,793.10,940,0,128.00,204.00,62.7,125.00,201.00,62.2,3.00,3.00,100,61.00,80.00,76.2,80.00,173.00,253.00,51.00,23.00,50.00,53.00,90.00,320.00,866.10,833.75,-106.00,0.00,0.00
1114281,26,20002675,1,2024,Usman Garuba,GS,PF,0,3,4.70,7,48,0.00,1.00,0,0.00,1.00,0,0.00,0.00,0,0.00,0.00,0,1.00,0.00,1.00,1.00,1.00,0.00,0.00,2.00,0.00,5.70,4.75,-5.00,0.00,0.00
1114282,29,20002552,1,2024,Udoka Azubuike,PHO,C,0,14,87.90,107,23,16.00,22.00,72.7,16.00,22.00,72.7,0.00,0.00,0,3.00,11.00,27.3,11.00,21.00,32.00,3.00,1.00,6.00,4.00,17.00,35.00,94.90,93.00,-38.00,1.00,0.00
1114283,29,20000471,1,2024,Eric Gordon,PHO,SF,24,53,1026.10,1563,47,232.00,520.00,44.6,107.00,191.00,56.0,125.00,329.00,38.0,46.00,58.00,79.3,15.00,93.00,108.00,117.00,50.00,25.00,64.00,63.00,635.00,1101.10,1126.00,72.00,0.00,0.00
1114284,26,20002655,1,2024,Moses Moody,GS,SG,8,51,743.20,905,45,153.00,335.00,45.7,102.00,179.00,57.0,51.00,156.00,32.7,56.00,71.00,78.9,55.00,106.00,161.00,38.00,35.00,23.00,36.00,66.00,413.00,801.20,794.75,54.00,0.00,0.00
1114285,29,20002031,1,2024,Chimezie Metu,PHO,C,5,37,374.50,447,29,66.00,130.00,50.8,51.00,79.00,64.6,15.00,51.00,29.4,38.00,43.00,88.4,24.00,86.00,110.00,19.00,19.00,9.00,27.00,39.00,185.00,402.50,402.50,-37.00,1.00,0.00
1114286,26,20002661,1,2024,Jonathan Kuminga,GS,PF,38,64,1643.40,1667,21,392.00,741.00,52.9,346.00,596.00,58.1,46.00,145.00,31.7,202.00,271.00,74.5,83.00,224.00,307.00,132.00,45.00,31.00,107.00,141.00,1032.00,1719.40,1741.25,107.00,4.00,0.00
1114287,29,20001791,1,2024,Damion Lee,PHO,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1114288,26,20002000,1,2024,Jerome Robinson,GS,SG,0,17,42.50,64,45,8.00,25.00,32.0,6.00,11.00,54.5,2.00,14.00,14.3,6.00,10.00,60.0,1.00,4.00,5.00,5.00,0.00,3.00,1.00,4.00,24.00,45.50,44.25,23.00,0.00,0.00
1114289,29,20001986,1,2024,Grayson Allen,PHO,SF,59,59,1420.50,1984,31,254.00,511.00,49.7,96.00,178.00,53.9,158.00,333.00,47.4,102.00,115.00,88.7,37.00,193.00,230.00,181.00,52.00,39.00,77.00,130.00,768.00,1511.50,1551.00,161.00,1.00,0.00
1114290,26,20003065,1,2024,Trayce Jackson-Davis,GS,PF,5,51,805.80,725,33,157.00,222.00,70.7,157.00,222.00,70.7,0.00,0.00,0,53.00,94.00,56.4,91.00,133.00,224.00,52.00,16.00,47.00,34.00,85.00,367.00,868.80,841.50,38.00,5.00,0.00
1114291,21,20002736,1,2024,Jordan Goodwin,MEM,PG,6,48,688.60,782,4,101.00,271.00,37.3,70.00,163.00,42.9,31.00,108.00,28.7,30.00,41.00,73.2,53.00,105.00,158.00,114.00,36.00,18.00,43.00,58.00,263.00,742.60,733.50,-80.00,0.00,0.00
1114292,26,20000795,1,2024,Andrew Wiggins,GS,SF,44,56,1185.20,1501,4,269.00,590.00,45.6,205.00,408.00,50.2,64.00,182.00,35.2,103.00,140.00,73.6,83.00,153.00,236.00,96.00,33.00,27.00,67.00,120.00,705.00,1245.20,1265.50,-100.00,2.00,0.00
1114293,26,20000486,1,2024,Klay Thompson,GS,SG,53,62,1548.70,1835,33,374.00,892.00,41.9,169.00,353.00,47.9,205.00,539.00,38.0,104.00,114.00,91.2,29.00,182.00,211.00,133.00,37.00,29.00,93.00,108.00,1057.00,1614.70,1708.25,-83.00,0.00,0.00
1114294,29,20002006,1,2024,Josh Okogie,PHO,SG,11,54,642.60,925,34,83.00,199.00,41.7,56.00,108.00,51.9,27.00,91.00,29.7,74.00,100.00,74.0,71.00,77.00,148.00,62.00,47.00,22.00,33.00,65.00,267.00,711.60,680.00,25.00,0.00,0.00
1114295,29,20000884,1,2024,Kevin Durant,PHO,PF,58,58,2648.30,2162,17,600.00,1134.00,52.9,469.00,826.00,56.8,131.00,308.00,42.5,321.00,376.00,85.4,32.00,357.00,389.00,317.00,51.00,73.00,194.00,105.00,1652.00,2772.30,2852.75,233.00,13.00,1.00
1114296,26,20003068,1,2024,Brandin Podziemski,GS,SG,22,57,1342.00,1538,8,218.00,486.00,44.9,145.00,293.00,49.5,73.00,193.00,37.8,45.00,73.00,61.6,88.00,242.00,330.00,226.00,51.00,12.00,73.00,98.00,554.00,1405.00,1440.50,228.00,6.00,0.00
1114297,13,20000655,1,2024,Cory Joseph,IND,PG,0,26,164.00,295,53,23.00,64.00,35.9,10.00,22.00,45.5,13.00,42.00,31.0,4.00,7.00,57.1,6.00,24.00,30.00,42.00,4.00,3.00,12.00,25.00,63.00,171.00,178.00,-12.00,0.00,0.00
1114298,29,20000827,1,2024,Jusuf Nurkic,PHO,C,61,61,1948.70,1662,39,275.00,526.00,52.3,254.00,439.00,57.9,21.00,87.00,24.1,138.00,213.00,64.8,173.00,483.00,656.00,229.00,60.00,65.00,141.00,207.00,709.00,2073.70,2095.50,338.00,22.00,0.00
1114299,26,20001597,1,2024,Dario Saric,GS,PF,9,61,1051.20,1074,22,177.00,381.00,46.5,104.00,187.00,55.6,73.00,194.00,37.6,76.00,89.00,85.4,71.00,205.00,276.00,142.00,30.00,9.00,74.00,111.00,503.00,1090.20,1141.50,-20.00,2.00,0.00
1114981,29,20000587,1,2024,Thaddeus Young,PHO,PF,6,25,329.00,378,43,57.00,93.00,61.3,56.00,87.00,64.4,1.00,6.00,16.7,5.00,14.00,35.7,36.00,49.00,85.00,50.00,19.00,3.00,12.00,42.00,120.00,351.00,339.75,-26.00,0.00,0.00
1114982,11,20002911,1,2024,Justin Lewis,CHI,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1114983,22,20000896,1,2024,Reggie Bullock,HOU,SF,0,27,128.00,239,22,22.00,55.00,40.0,6.00,12.00,50.0,16.00,43.00,37.2,1.00,1.00,100,3.00,32.00,35.00,10.00,6.00,2.00,6.00,15.00,61.00,136.00,140.75,-14.00,0.00,0.00
1114984,10,20000564,1,2024,Kelly Olynyk,TOR,PF,13,64,1420.50,1353,25,204.00,373.00,54.7,154.00,249.00,61.8,50.00,124.00,40.3,115.00,138.00,83.3,85.00,235.00,320.00,271.00,59.00,23.00,107.00,177.00,573.00,1502.50,1521.00,-165.00,4.00,0.00
1114985,12,20002270,1,2024,Darius Garland,CLE,PG,42,42,1304.40,1393,3,286.00,621.00,46.1,185.00,362.00,51.1,101.00,259.00,39.0,125.00,148.00,84.5,19.00,83.00,102.00,266.00,55.00,5.00,135.00,71.00,798.00,1364.40,1432.00,123.00,3.00,0.00
1114986,3,20003080,1,2024,Seth Lundy,ATL,SG,0,9,21.40,51,59,4.00,17.00,23.5,1.00,4.00,25.0,3.00,13.00,23.1,3.00,4.00,75.0,1.00,6.00,7.00,0.00,0.00,0.00,1.00,6.00,14.00,21.40,23.75,-13.00,0.00,0.00
1114987,14,20001746,1,2024,Ryan Arcidiacono,DET,PG,0,20,17.60,45,8,0.00,6.00,0,0.00,0.00,0,0.00,6.00,0,0.00,0.00,0,0.00,8.00,8.00,4.00,2.00,0.00,2.00,5.00,0.00,19.60,19.00,2.00,0.00,0.00
1114988,11,20003103,1,2024,Adama Sanogo,CHI,C,0,3,14.20,10,36,3.00,3.00,100,3.00,3.00,100,0.00,0.00,0,2.00,3.00,66.7,2.00,4.00,6.00,0.00,0.00,0.00,1.00,0.00,8.00,14.20,15.00,17.00,0.00,0.00
1114989,12,20002585,1,2024,Sam Merrill,CLE,SG,1,48,630.50,800,3,125.00,306.00,40.8,14.00,34.00,41.2,111.00,272.00,40.8,14.00,15.00,93.3,18.00,72.00,90.00,83.00,16.00,2.00,13.00,55.00,375.00,648.50,697.00,49.00,0.00,0.00
1114990,10,20002894,1,2024,Christian Koloko,TOR,C,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1114991,13,20002539,1,2024,Aaron Nesmith,IND,PF,33,58,1244.50,1581,5,256.00,510.00,50.2,136.00,240.00,56.7,120.00,270.00,44.4,83.00,113.00,73.5,49.00,171.00,220.00,83.00,57.00,40.00,53.00,193.00,715.00,1341.50,1343.50,69.00,1.00,0.00
1114992,4,20001852,1,2024,Thomas Bryant,MIA,C,3,28,254.80,288,43,48.00,85.00,56.5,48.00,78.00,61.5,0.00,7.00,0,21.00,26.00,80.8,27.00,57.00,84.00,16.00,6.00,8.00,15.00,29.00,117.00,268.80,266.50,-42.00,0.00,0.00
1114993,17,20003040,1,2024,Taylor Hendricks,UTA,PF,6,23,299.70,401,5,51.00,116.00,44.0,28.00,48.00,58.3,23.00,68.00,33.8,9.00,11.00,81.8,27.00,64.00,91.00,13.00,14.00,13.00,17.00,40.00,134.00,326.70,324.25,-28.00,0.00,0.00
1114994,19,20000727,1,2024,Jerami Grant,POR,PF,54,54,1631.20,1830,11,383.00,850.00,45.1,272.00,574.00,47.4,111.00,276.00,40.2,255.00,312.00,81.7,37.00,154.00,191.00,152.00,45.00,34.00,116.00,117.00,1132.00,1710.20,1755.75,-351.00,1.00,0.00
1114995,2,20001832,1,2024,Frank Ntilikina,CHA,PG,0,5,17.20,42,54,1.00,9.00,11.1,0.00,1.00,0,1.00,8.00,12.5,2.00,2.00,100,1.00,5.00,6.00,4.00,0.00,0.00,1.00,4.00,5.00,17.20,18.50,-1.00,0.00,0.00
1114996,12,20001689,1,2024,Damian Jones,CLE,C,0,30,184.70,219,6,32.00,54.00,59.3,30.00,45.00,66.7,2.00,9.00,22.2,13.00,16.00,81.2,15.00,36.00,51.00,13.00,7.00,11.00,11.00,21.00,79.00,202.70,193.75,-60.00,0.00,0.00
1114997,2,20003043,1,2024,Nick Smith Jr.,CHA,PG,0,40,385.10,620,25,90.00,231.00,39.0,39.00,113.00,34.5,51.00,118.00,43.2,11.00,13.00,84.6,17.00,41.00,58.00,51.00,8.00,7.00,33.00,52.00,242.00,400.10,430.00,-185.00,0.00,0.00
1114998,2,20002542,1,2024,Aleksej Pokusevski,CHA,PF,0,13,75.60,105,18,11.00,27.00,40.7,7.00,13.00,53.8,4.00,14.00,28.6,4.00,6.00,66.7,4.00,14.00,18.00,10.00,3.00,5.00,7.00,7.00,30.00,83.60,82.00,-5.00,0.00,0.00
1114999,1,20001995,1,2024,Marvin Bagley III,WAS,PF,22,44,952.40,932,26,207.00,360.00,57.5,202.00,343.00,58.9,5.00,17.00,29.4,89.00,119.00,74.8,119.00,153.00,272.00,54.00,17.00,28.00,53.00,77.00,508.00,997.40,1007.00,-145.00,8.00,0.00
1115000,5,20002287,1,2024,Chuma Okeke,ORL,PF,8,39,236.80,395,40,39.00,104.00,37.5,16.00,28.00,57.1,23.00,76.00,30.3,2.00,5.00,40.0,18.00,56.00,74.00,18.00,8.00,7.00,12.00,19.00,103.00,251.80,258.00,-44.00,0.00,0.00
1115001,24,20002708,1,2024,Sandro Mamukelashvili,SA,PF,0,37,234.00,235,19,34.00,76.00,44.7,26.00,41.00,63.4,8.00,35.00,22.9,12.00,17.00,70.6,25.00,40.00,65.00,32.00,6.00,8.00,8.00,24.00,88.00,248.00,245.25,26.00,0.00,0.00
1115002,30,20001683,1,2024,Domantas Sabonis,SAC,C,65,65,3170.10,2329,45,529.00,860.00,61.5,500.00,790.00,63.3,29.00,70.00,41.4,217.00,310.00,70.0,226.00,657.00,883.00,549.00,61.00,37.00,213.00,201.00,1304.00,3268.10,3495.75,31.00,61.00,23.00
1115003,3,20003120,1,2024,Miles Norris,ATL,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1115004,22,20002871,1,2024,Jabari Smith Jr.,HOU,PF,60,60,1662.00,1914,7,290.00,648.00,44.8,187.00,360.00,51.9,103.00,288.00,35.8,117.00,143.00,81.8,119.00,396.00,515.00,90.00,46.00,45.00,73.00,161.00,800.00,1753.00,1798.25,-59.00,15.00,0.00
1115005,13,20002914,1,2024,Andrew Nembhard,IND,PG,32,53,966.30,1269,47,200.00,409.00,48.9,156.00,282.00,55.3,44.00,127.00,34.6,34.00,42.00,81.0,31.00,78.00,109.00,223.00,50.00,5.00,87.00,105.00,478.00,1021.30,1038.75,-7.00,1.00,0.00
1115006,18,20002665,1,2024,Josh Giddey,OKC,SG,64,64,1653.90,1578,2,300.00,656.00,45.7,239.00,471.00,50.7,61.00,185.00,33.0,72.00,87.00,82.8,89.00,303.00,392.00,281.00,44.00,34.00,127.00,82.00,733.00,1731.90,1779.50,256.00,6.00,1.00
1115007,17,20002290,1,2024,Luka Samanic,UTA,PF,3,33,194.30,237,17,35.00,95.00,36.8,25.00,55.00,45.5,10.00,40.00,25.0,23.00,27.00,85.2,12.00,52.00,64.00,9.00,2.00,6.00,15.00,23.00,103.00,202.30,210.00,-7.00,0.00,0.00
1115008,24,20002536,1,2024,Devin Vassell,SA,SG,54,60,1865.30,1948,34,428.00,913.00,46.9,277.00,518.00,53.5,151.00,395.00,38.2,146.00,184.00,79.3,27.00,207.00,234.00,237.00,63.00,22.00,94.00,62.00,1153.00,1950.30,1999.50,-250.00,0.00,0.00
1115009,29,20002559,1,2024,Theo Maledon,PHO,PG,1,17,125.80,213,10,20.00,70.00,28.6,15.00,40.00,37.5,5.00,30.00,16.7,14.00,15.00,93.3,4.00,20.00,24.00,28.00,7.00,0.00,18.00,21.00,59.00,132.80,138.50,-65.00,0.00,0.00
1115010,18,20003083,1,2024,Keyontae Johnson,OKC,SF,0,9,27.00,66,12,5.00,16.00,31.2,4.00,13.00,30.8,1.00,3.00,33.3,0.00,0.00,0,4.00,6.00,10.00,4.00,1.00,0.00,4.00,5.00,11.00,28.00,30.00,-7.00,0.00,0.00
1115011,23,20001457,1,2024,Larry Nance Jr.,NO,PF,0,47,740.60,880,22,99.00,171.00,57.9,78.00,123.00,63.4,21.00,48.00,43.8,32.00,44.00,72.7,68.00,170.00,238.00,76.00,47.00,18.00,40.00,70.00,251.00,805.60,784.50,69.00,1.00,0.00
1115012,14,20000584,1,2024,Joe Harris,DET,SG,0,16,75.60,169,58,14.00,39.00,35.9,4.00,9.00,44.4,10.00,30.00,33.3,1.00,2.00,50.0,3.00,10.00,13.00,10.00,3.00,2.00,4.00,19.00,39.00,80.60,83.25,-48.00,0.00,0.00
1115013,11,20001912,1,2024,Torrey Craig,CHI,SF,8,37,525.20,759,27,76.00,180.00,42.2,35.00,70.00,50.0,41.00,110.00,37.3,23.00,29.00,79.3,59.00,107.00,166.00,40.00,21.00,16.00,24.00,83.00,216.00,562.20,566.00,-158.00,0.00,0.00
1115014,17,20002599,1,2024,Omer Yurtseven,UTA,C,6,35,298.20,316,55,49.00,94.00,52.1,45.00,77.00,58.4,4.00,17.00,23.5,8.00,15.00,53.3,45.00,81.00,126.00,16.00,5.00,14.00,25.00,39.00,110.00,317.20,319.00,-77.00,0.00,0.00
1115015,22,20003037,1,2024,Cam Whitmore,HOU,SF,1,38,695.40,677,57,170.00,366.00,46.4,109.00,197.00,55.3,61.00,169.00,36.1,59.00,88.00,67.0,33.00,114.00,147.00,18.00,23.00,11.00,36.00,49.00,460.00,729.40,752.75,-35.00,1.00,0.00
1115016,25,20002891,1,2024,Jaden Hardy,DAL,SG,6,58,695.90,816,23,163.00,399.00,40.9,92.00,204.00,45.1,71.00,195.00,36.4,46.00,61.00,75.4,15.00,87.00,102.00,87.00,17.00,4.00,42.00,58.00,443.00,716.90,757.50,-86.00,0.00,0.00
1115017,8,20001998,1,2024,Mikal Bridges,BKN,SF,66,66,2162.90,2329,44,484.00,1093.00,44.3,315.00,628.00,50.2,169.00,465.00,36.3,240.00,295.00,81.4,53.00,259.00,312.00,245.00,65.00,26.00,138.00,99.00,1377.00,2253.90,2336.50,-107.00,3.00,0.00
1115018,10,20002662,1,2024,Scottie Barnes,TOR,SF,60,60,2489.30,2094,12,447.00,942.00,47.5,346.00,646.00,53.6,101.00,296.00,34.1,196.00,251.00,78.1,141.00,353.00,494.00,363.00,75.00,88.00,165.00,118.00,1191.00,2652.30,2696.50,-144.00,25.00,4.00
1115019,19,20002874,1,2024,Shaedon Sharpe,POR,SG,25,32,851.00,1059,1,176.00,434.00,40.6,116.00,254.00,45.7,60.00,180.00,33.3,98.00,119.00,82.4,42.00,118.00,160.00,94.00,28.00,12.00,72.00,88.00,510.00,891.00,926.50,-246.00,1.00,0.00
1115020,9,20002356,1,2024,Oshae Brissett,BOS,PF,0,42,375.90,462,57,52.00,113.00,46.0,40.00,69.00,58.0,12.00,44.00,27.3,37.00,59.00,62.7,43.00,79.00,122.00,33.00,16.00,4.00,13.00,42.00,153.00,395.90,394.50,74.00,0.00,0.00
1115021,11,20002897,1,2024,Dalen Terry,CHI,SF,1,43,287.60,417,51,35.00,89.00,39.3,24.00,41.00,58.5,11.00,48.00,22.9,19.00,30.00,63.3,16.00,52.00,68.00,52.00,16.00,8.00,20.00,52.00,100.00,311.60,306.50,17.00,0.00,0.00
1115022,17,20002688,1,2024,Josh Christopher,UTA,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1115023,18,20000833,1,2024,Gordon Hayward,OKC,SF,26,36,825.20,983,13,155.00,338.00,45.9,129.00,270.00,47.8,26.00,68.00,38.2,70.00,93.00,75.3,32.00,119.00,151.00,138.00,32.00,12.00,57.00,56.00,406.00,869.20,874.25,-144.00,0.00,0.00
1115024,12,20002333,1,2024,Dean Wade,CLE,PF,32,54,727.10,1107,55,96.00,232.00,41.4,17.00,30.00,56.7,79.00,202.00,39.1,20.00,26.00,76.9,37.00,181.00,218.00,43.00,40.00,25.00,20.00,93.00,291.00,792.10,787.50,176.00,0.00,0.00
1115025,27,20000816,1,2024,Spencer Dinwiddie,LAL,PG,49,61,1398.40,1783,7,215.00,558.00,38.5,115.00,244.00,47.1,100.00,314.00,31.8,133.00,171.00,77.8,27.00,145.00,172.00,326.00,44.00,13.00,74.00,110.00,663.00,1455.40,1500.00,10.00,4.00,0.00
1115026,11,20000810,1,2024,Andre Drummond,CHI,C,10,66,1407.10,1123,13,217.00,398.00,54.5,217.00,395.00,54.9,0.00,3.00,0,99.00,176.00,56.2,219.00,359.00,578.00,31.00,62.00,41.00,72.00,118.00,533.00,1510.10,1491.50,-30.00,13.00,0.00
1115027,15,20002917,1,2024,Ryan Rollins,MIL,SG,0,10,85.70,65,53,13.00,25.00,52.0,11.00,22.00,50.0,2.00,3.00,66.7,13.00,17.00,76.5,2.00,9.00,11.00,11.00,8.00,3.00,7.00,7.00,41.00,96.70,90.75,57.00,0.00,0.00
1115028,22,20002668,1,2024,Jalen Green,HOU,SG,65,65,1887.90,2010,36,415.00,1010.00,41.1,276.00,567.00,48.7,139.00,443.00,31.4,222.00,275.00,80.7,28.00,284.00,312.00,219.00,48.00,20.00,142.00,85.00,1191.00,1955.90,2053.00,-41.00,4.00,1.00
1115029,4,20003060,1,2024,Jaime Jaquez Jr.,MIA,SF,17,59,1320.70,1732,31,289.00,580.00,49.8,236.00,418.00,56.5,53.00,162.00,32.7,118.00,146.00,80.8,72.00,164.00,236.00,149.00,66.00,13.00,93.00,135.00,749.00,1399.70,1407.00,20.00,1.00,0.00
1115030,6,20000710,1,2024,Julius Randle,NY,PF,46,46,1868.10,1630,9,395.00,836.00,47.2,319.00,592.00,53.9,76.00,244.00,31.1,236.00,302.00,78.1,99.00,324.00,423.00,229.00,25.00,12.00,159.00,125.00,1102.00,1905.10,2036.75,219.00,18.00,1.00
1115031,25,20002725,1,2024,A.J. Lawson,DAL,SG,0,32,189.80,244,24,43.00,92.00,46.7,30.00,50.00,60.0,13.00,42.00,31.0,13.00,21.00,61.9,12.00,22.00,34.00,14.00,10.00,3.00,10.00,20.00,112.00,202.80,203.00,25.00,0.00,0.00
1115032,9,20001829,1,2024,Jayson Tatum,BOS,SF,62,62,2788.10,2223,38,570.00,1206.00,47.3,376.00,688.00,54.7,194.00,518.00,37.5,343.00,413.00,83.1,55.00,463.00,518.00,303.00,61.00,35.00,157.00,125.00,1677.00,2884.10,3024.00,548.00,23.00,0.00
1115033,17,20001835,1,2024,John Collins,UTA,PF,59,61,1712.30,1724,38,349.00,666.00,52.4,277.00,455.00,60.9,72.00,211.00,34.1,118.00,151.00,78.1,140.00,379.00,519.00,71.00,34.00,58.00,89.00,169.00,888.00,1804.30,1850.25,-252.00,21.00,0.00
1115034,16,20002127,1,2024,Jordan McLaughlin,MIN,PG,0,40,336.30,377,26,42.00,97.00,43.3,17.00,39.00,43.6,25.00,58.00,43.1,6.00,10.00,60.0,11.00,38.00,49.00,71.00,28.00,7.00,14.00,24.00,115.00,371.30,358.25,53.00,0.00,0.00
1115035,23,20000455,1,2024,Jonas Valanciunas,NO,C,65,65,1891.00,1610,18,337.00,600.00,56.2,301.00,499.00,60.3,36.00,101.00,35.6,138.00,172.00,80.2,166.00,449.00,615.00,142.00,26.00,65.00,90.00,179.00,848.00,1982.00,2031.25,176.00,31.00,0.00
1115036,5,20002863,1,2024,Paolo Banchero,ORL,PF,64,64,2484.60,2234,9,520.00,1125.00,46.2,424.00,859.00,49.4,96.00,266.00,36.1,324.00,456.00,71.1,69.00,364.00,433.00,336.00,63.00,36.00,197.00,130.00,1460.00,2583.60,2675.25,-30.00,13.00,1.00
1115037,18,20002339,1,2024,Luguentz Dort,OKC,SF,63,63,1235.30,1796,37,233.00,522.00,44.6,105.00,211.00,49.8,128.00,311.00,41.2,89.00,108.00,82.4,64.00,170.00,234.00,83.00,58.00,42.00,53.00,185.00,683.00,1335.30,1337.50,289.00,0.00,0.00
1115038,5,20002654,1,2024,Franz Wagner,ORL,SF,58,58,1938.10,1912,5,434.00,914.00,47.5,350.00,629.00,55.6,84.00,285.00,29.5,210.00,249.00,84.3,57.00,261.00,318.00,227.00,62.00,24.00,118.00,136.00,1162.00,2024.10,2055.00,132.00,0.00,0.00
1115039,10,20002316,1,2024,Jalen McDaniels,TOR,PF,0,38,240.60,365,14,46.00,130.00,35.4,35.00,71.00,49.3,11.00,59.00,18.6,16.00,24.00,66.7,12.00,46.00,58.00,22.00,16.00,4.00,21.00,38.00,119.00,260.60,259.50,-66.00,0.00,0.00
1115040,3,20003049,1,2024,Kobe Bufkin,ATL,PG,0,9,75.30,89,3,13.00,37.00,35.1,8.00,20.00,40.0,5.00,17.00,29.4,2.00,4.00,50.0,2.00,12.00,14.00,15.00,3.00,1.00,5.00,6.00,33.00,79.30,81.00,7.00,0.00,0.00
1115041,5,20002631,1,2024,Kevon Harris,ORL,SG,0,2,6.90,6,3,2.00,3.00,66.7,2.00,3.00,66.7,0.00,0.00,0,0.00,0.00,0,0.00,2.00,2.00,1.00,0.00,0.00,1.00,3.00,4.00,6.90,7.50,0.00,0.00,0.00
1115042,16,20003086,1,2024,Jaylen Clark,MIN,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1115043,19,20002007,1,2024,Anfernee Simons,POR,SG,42,42,1435.70,1456,54,334.00,778.00,42.9,190.00,406.00,46.8,144.00,372.00,38.7,155.00,169.00,91.7,22.00,134.00,156.00,231.00,22.00,4.00,117.00,93.00,967.00,1461.70,1578.50,-298.00,3.00,0.00
